Passport,Destination,PI,HPI
Mali,Gabon,e-visa,visa required
Mali,Guyana,visa on arrival,visa required
Mali,India,e-visa,visa required
Mali,Indonesia,visa required,visa free
Mali,Iran,e-visa,visa on arrival
Mali,Kazakhstan,e-visa,visa required
Mali,Kenya,visa on arrival,visa required
Mali,Kyrgyzstan,e-visa,visa required
Mali,Lesotho,e-visa,visa required
Mali,Malawi,e-visa,visa required
Mali,Malaysia,e-visa,visa required
Mali,Moldova,e-visa,visa required
Mali,Morocco,e-visa,visa free
Mali,Oman,e-visa,visa required
Mali,Pakistan,e-visa,visa required
Mali,Qatar,Hayya Entry Permit,visa required
Mali,Saint Kitts and Nevis,e-visa,visa required
Mali,Sao Tome and Principe,e-visa,visa required
Mali,Seychelles,90,visa on arrival
Mali,Singapore,e-visa,visa required
Mali,South Sudan,e-visa,visa required
Mali,Sri Lanka,e-visa,visa required
Mali,Suriname,e-visa,visa required
Mali,Tajikistan,e-visa,visa required
Mali,Tanzania,e-visa,visa required
Mali,Uganda,e-visa,visa on arrival
Mali,United Arab Emirates,e-visa,visa required
Mali,Uzbekistan,e-visa,visa required
Mali,Zambia,e-visa,visa required
Mali,Zimbabwe,e-visa,visa required
Malta,Angola,visa on arrival,visa required
Malta,Azerbaijan,e-visa,visa required
Malta,Benin,e-visa,visa required
Malta,Cambodia,e-visa,visa on arrival
Malta,DR Congo,e-visa,visa required
Malta,Ivory Coast,e-visa,visa required
Malta,Djibouti,e-visa,visa required
Malta,Ethiopia,e-visa,visa required
Malta,Gabon,e-visa,visa on arrival
Malta,Guinea,e-visa,visa required
Malta,Guyana,visa on arrival,visa required
Malta,India,e-visa,visa required
Malta,Indonesia,visa on arrival,visa free
Malta,Iran,e-visa,visa on arrival
Malta,Iraq,visa on arrival,visa free
Malta,Japan,90,visa required
Malta,Kenya,e-visa,visa required
Malta,Kuwait,e-visa,visa on arrival
Malta,Lesotho,visa required,visa free
Malta,Myanmar,e-visa,visa required
Malta,Nigeria,visa on arrival,visa required
Malta,Oman,visa on arrival,visa free
Malta,Papua New Guinea,e-visa,visa on arrival
Malta,Qatar,Hayya Entry Permit,visa free
Malta,Seychelles,90,visa on arrival
Malta,South Korea,e-visa,visa required
Malta,South Sudan,e-visa,visa required
Malta,Suriname,e-visa,visa required
Malta,Vietnam,e-visa,visa required
Marshall Islands,Albania,e-visa,visa required
Marshall Islands,Angola,visa on arrival,visa required
Marshall Islands,Armenia,e-visa,visa on arrival
Marshall Islands,Australia,e-visa,visa required
Marshall Islands,Azerbaijan,covid ban,visa required
Marshall Islands,Bahrain,e-visa,visa required
Marshall Islands,Barbados,90,visa required
Marshall Islands,Benin,e-visa,visa required
Marshall Islands,Botswana,e-visa,visa required
Marshall Islands,Cambodia,e-visa,visa on arrival
Marshall Islands,DR Congo,e-visa,visa required
Marshall Islands,Ivory Coast,e-visa,visa required
Marshall Islands,Djibouti,e-visa,visa required
Marshall Islands,Ethiopia,e-visa,visa required
Marshall Islands,Gabon,e-visa,visa required
Marshall Islands,Georgia,e-visa,visa required
Marshall Islands,Guinea,e-visa,visa required
Marshall Islands,Guyana,visa on arrival,visa required
Marshall Islands,India,e-visa,visa required
Marshall Islands,Indonesia,visa required,visa free
Marshall Islands,Iran,e-visa,visa on arrival
Marshall Islands,Kazakhstan,e-visa,visa required
Marshall Islands,Kenya,e-visa,visa required
Marshall Islands,Kyrgyzstan,e-visa,visa required
Marshall Islands,Lesotho,e-visa,visa required
Marshall Islands,Nigeria,visa on arrival,visa required
Marshall Islands,Oman,e-visa,visa required
Marshall Islands,Pakistan,e-visa,visa required
Marshall Islands,Palestine,visa free,visa required
Marshall Islands,Papua New Guinea,e-visa,visa on arrival
Marshall Islands,Qatar,Hayya Entry Permit,visa required
Marshall Islands,Saint Kitts and Nevis,e-visa,visa required
Marshall Islands,Sao Tome and Principe,e-visa,visa required
Marshall Islands,Seychelles,90,visa on arrival
Marshall Islands,Sierra Leone,visa on arrival,visa required
Marshall Islands,South Korea,e-visa,visa required
Marshall Islands,South Sudan,e-visa,visa required
Marshall Islands,Suriname,e-visa,visa required
Marshall Islands,Tajikistan,e-visa,visa required
Marshall Islands,Uganda,e-visa,visa on arrival
Marshall Islands,United Arab Emirates,e-visa,visa required
Marshall Islands,Uzbekistan,e-visa,visa required
Marshall Islands,Vietnam,e-visa,visa required
Mauritania,Albania,e-visa,visa required
Mauritania,Angola,visa on arrival,visa required
Mauritania,Antigua and Barbuda,e-visa,visa required
Mauritania,Australia,e-visa,visa required
Mauritania,Azerbaijan,covid ban,visa required
Mauritania,Bahrain,e-visa,visa required
Mauritania,Botswana,e-visa,visa required
Mauritania,Cambodia,e-visa,visa on arrival
Mauritania,Colombia,e-visa,visa required
Mauritania,DR Congo,e-visa,visa required
Mauritania,Djibouti,e-visa,visa required
Mauritania,Ethiopia,e-visa,visa on arrival
Mauritania,Gabon,e-visa,visa required
Mauritania,Guyana,visa on arrival,visa required
Mauritania,Indonesia,visa required,visa free
Mauritania,Iran,e-visa,visa on arrival
Mauritania,Kazakhstan,e-visa,visa required
Mauritania,Kenya,e-visa,visa required
Mauritania,Kyrgyzstan,e-visa,visa required
Mauritania,Lesotho,e-visa,visa required
Mauritania,Malawi,e-visa,visa required
Mauritania,Moldova,e-visa,visa required
Mauritania,Oman,e-visa,visa free
Mauritania,Pakistan,e-visa,visa required
Mauritania,Qatar,Hayya Entry Permit,visa required
Mauritania,Saint Kitts and Nevis,e-visa,visa required
Mauritania,Sao Tome and Principe,e-visa,visa required
Mauritania,Seychelles,90,visa on arrival
Mauritania,South Sudan,e-visa,visa required
Mauritania,Suriname,e-visa,visa required
Mauritania,Tajikistan,e-visa,visa required
Mauritania,Tanzania,e-visa,visa required
Mauritania,Togo,visa required,visa free
Mauritania,Uganda,e-visa,visa on arrival
Mauritania,United Arab Emirates,e-visa,visa required
Mauritania,Uzbekistan,e-visa,visa required
Mauritania,Zambia,e-visa,visa required
Mauritania,Zimbabwe,e-visa,visa required
Mauritius,Australia,e-visa,visa required
Mauritius,Azerbaijan,visa on arrival,visa required
Mauritius,Bahrain,e-visa,visa required
Mauritius,Cambodia,e-visa,visa on arrival
Mauritius,Colombia,e-visa,visa required
Mauritius,Ivory Coast,e-visa,visa required
Mauritius,Djibouti,e-visa,visa required
Mauritius,Ethiopia,e-visa,visa on arrival
Mauritius,Guinea,e-visa,visa required
Mauritius,Guyana,visa on arrival,visa required
Mauritius,India,e-visa,visa required
Mauritius,Indonesia,visa required,visa free
Mauritius,Iran,e-visa,visa on arrival
Mauritius,Japan,90,visa required
Mauritius,Kazakhstan,e-visa,visa required
Mauritius,Kyrgyzstan,e-visa,visa required
Mauritius,Myanmar,e-visa,visa required
Mauritius,Oman,e-visa,visa required
Mauritius,Pakistan,e-visa,visa required
Mauritius,Papua New Guinea,e-visa,visa required
Mauritius,Qatar,Hayya Entry Permit,visa required
Mauritius,Sao Tome and Principe,e-visa,visa required
Mauritius,Seychelles,90,visa on arrival
Mauritius,South Korea,e-visa,visa required
Mauritius,South Sudan,e-visa,visa required
Mauritius,Suriname,e-visa,visa required
Mauritius,Taiwan,e-visa,visa required
Mauritius,Tajikistan,e-visa,visa required
Mauritius,Turkey,e-visa,visa required
Mauritius,Ukraine,e-visa,visa required
Mauritius,Uzbekistan,e-visa,visa required
Mexico,Angola,visa on arrival,visa required
Mexico,Armenia,e-visa,visa on arrival
Mexico,Australia,e-visa,visa required
Mexico,Azerbaijan,e-visa,visa required
Mexico,Benin,e-visa,visa required
Mexico,Cambodia,e-visa,visa on arrival
Mexico,DR Congo,e-visa,visa required
Mexico,Ivory Coast,e-visa,visa required
Mexico,Djibouti,e-visa,visa required
Mexico,Ethiopia,e-visa,visa on arrival
Mexico,Gabon,e-visa,visa on arrival
Mexico,Guinea,e-visa,visa required
Mexico,Guyana,visa on arrival,visa required
Mexico,India,e-visa,visa required
Mexico,Indonesia,visa on arrival,visa free
Mexico,Iran,e-visa,visa on arrival
Mexico,Japan,90,visa required
Mexico,Kenya,e-visa,visa required
Mexico,Kyrgyzstan,60,visa on arrival
Mexico,Lesotho,e-visa,visa required
Mexico,Myanmar,e-visa,visa required
Mexico,Nigeria,visa on arrival,visa required
Mexico,Oman,e-visa,visa free
Mexico,Pakistan,e-visa,visa required
Mexico,Papua New Guinea,e-visa,visa on arrival
Mexico,Qatar,Hayya Entry Permit,visa free
Mexico,Sao Tome and Principe,e-visa,visa required
Mexico,Senegal,visa required,visa on arrival
Mexico,Seychelles,90,visa on arrival
Mexico,Sierra Leone,visa on arrival,visa required
Mexico,South Africa,e-visa,visa required
Mexico,South Korea,e-visa,visa required
Mexico,South Sudan,e-visa,visa required
Mexico,Suriname,e-visa,visa required
Mexico,Turkey,e-visa,visa required
Mexico,Uganda,e-visa,visa on arrival
Mexico,Ukraine,e-visa,visa required
Mexico,Vietnam,e-visa,visa required
Mexico,Zimbabwe,e-visa,visa on arrival
Micronesia,Albania,e-visa,visa required
Micronesia,Angola,visa on arrival,visa required
Micronesia,Antigua and Barbuda,e-visa,visa required
Micronesia,Armenia,e-visa,visa on arrival
Micronesia,Australia,e-visa,visa required
Micronesia,Azerbaijan,covid ban,visa required
Micronesia,Bahrain,e-visa,visa required
Micronesia,Barbados,90,visa required
Micronesia,Benin,e-visa,visa required
Micronesia,Botswana,e-visa,visa required
Micronesia,Cambodia,e-visa,visa on arrival
Micronesia,DR Congo,e-visa,visa required
Micronesia,Ivory Coast,e-visa,visa required
Micronesia,Djibouti,e-visa,visa required
Micronesia,Ethiopia,e-visa,visa required
Micronesia,Gabon,e-visa,visa required
Micronesia,Georgia,e-visa,visa required
Micronesia,Grenada,90,visa required
Micronesia,Guinea,e-visa,visa required
Micronesia,Guyana,visa on arrival,visa required
Micronesia,India,e-visa,visa required
Micronesia,Iran,e-visa,visa on arrival
Micronesia,Jordan,visa required,visa on arrival
Micronesia,Kenya,e-visa,visa required
Micronesia,Kyrgyzstan,e-visa,visa required
Micronesia,Lesotho,e-visa,visa required
Micronesia,Malaysia,30,visa required
Micronesia,Nigeria,visa on arrival,visa required
Micronesia,Oman,e-visa,visa required
Micronesia,Pakistan,e-visa,visa required
Micronesia,Papua New Guinea,e-visa,visa on arrival
Micronesia,Qatar,Hayya Entry Permit,visa required
Micronesia,Saint Kitts and Nevis,e-visa,visa required
Micronesia,Sao Tome and Principe,e-visa,visa required
Micronesia,Seychelles,90,visa on arrival
Micronesia,Sierra Leone,visa on arrival,visa required
Micronesia,South Korea,e-visa,visa required
Micronesia,South Sudan,e-visa,visa required
Micronesia,Suriname,e-visa,visa required
Micronesia,Tajikistan,e-visa,visa required
Micronesia,Uganda,e-visa,visa on arrival
Micronesia,Ukraine,e-visa,visa required
Micronesia,United Arab Emirates,e-visa,visa required
Micronesia,Uzbekistan,e-visa,visa required
Micronesia,Vietnam,e-visa,visa required
Moldova,Angola,visa on arrival,visa required
Moldova,Australia,e-visa,visa required
Moldova,Bahrain,e-visa,visa required
Moldova,Benin,e-visa,visa required
Moldova,Botswana,e-visa,visa required
Moldova,Brazil,90,visa required
Moldova,Cambodia,e-visa,visa on arrival
Moldova,DR Congo,e-visa,visa required
Moldova,Ivory Coast,e-visa,visa required
Moldova,Djibouti,e-visa,visa required
Moldova,Egypt,e-visa,visa required
Moldova,Ethiopia,e-visa,visa required
Moldova,Gabon,e-visa,visa required
Moldova,Gambia,90,visa required
Moldova,Guinea,e-visa,visa required
Moldova,Guyana,visa on arrival,visa required
Moldova,India,e-visa,visa required
Moldova,Indonesia,visa required,visa free
Moldova,Iran,e-visa,visa on arrival
Moldova,Kenya,e-visa,visa required
Moldova,Lesotho,e-visa,visa required
Moldova,Nigeria,visa on arrival,visa required
Moldova,Oman,visa on arrival,visa free
Moldova,Pakistan,e-visa,visa required
Moldova,Qatar,Hayya Entry Permit,visa free
Moldova,Sao Tome and Principe,e-visa,visa required
Moldova,Senegal,visa required,visa on arrival
Moldova,Seychelles,90,visa on arrival
Moldova,Sierra Leone,visa on arrival,visa required
Moldova,Singapore,e-visa,visa required
Moldova,South Sudan,e-visa,visa required
Moldova,Suriname,e-visa,visa required
Moldova,Syria,visa required,visa on arrival
Moldova,Uganda,e-visa,visa on arrival
Moldova,United Arab Emirates,e-visa,visa required
Moldova,Vietnam,e-visa,visa required
Monaco,Angola,visa on arrival,visa required
Monaco,Azerbaijan,covid ban,visa required
Monaco,Benin,e-visa,visa required
Monaco,Cambodia,e-visa,visa on arrival
Monaco,Cape Verde,30,visa on arrival
Monaco,DR Congo,e-visa,visa required
Monaco,Ivory Coast,e-visa,visa required
Monaco,Djibouti,e-visa,visa required
Monaco,Egypt,visa on arrival,visa required
Monaco,Ethiopia,e-visa,visa required
Monaco,Gabon,e-visa,visa required
Monaco,Guinea,e-visa,visa required
Monaco,Guyana,visa on arrival,visa required
Monaco,India,e-visa,visa required
Monaco,Indonesia,visa on arrival,visa free
Monaco,Iran,e-visa,visa on arrival
Monaco,Japan,90,visa required
Monaco,Kenya,e-visa,visa required
Monaco,Kuwait,e-visa,visa on arrival
Monaco,Lesotho,e-visa,visa required
Monaco,Myanmar,e-visa,visa required
Monaco,Nigeria,visa on arrival,visa required
Monaco,Oman,visa on arrival,visa free
Monaco,Papua New Guinea,e-visa,visa on arrival
Monaco,Qatar,Hayya Entry Permit,visa free
Monaco,Seychelles,90,visa on arrival
Monaco,Sierra Leone,visa on arrival,visa required
Monaco,South Korea,e-visa,visa required
Monaco,South Sudan,e-visa,visa required
Monaco,Suriname,e-visa,visa required
Monaco,Tajikistan,30,visa on arrival
Monaco,Uganda,e-visa,visa on arrival
Monaco,Vietnam,e-visa,visa required
Mongolia,Albania,e-visa,visa required
Mongolia,Angola,visa on arrival,visa required
Mongolia,Antigua and Barbuda,e-visa,visa required
Mongolia,Armenia,e-visa,visa on arrival
Mongolia,Australia,e-visa,visa required
Mongolia,Azerbaijan,e-visa,visa required
Mongolia,Bahrain,e-visa,visa required
Mongolia,Barbados,90,visa required
Mongolia,Benin,e-visa,visa required
Mongolia,Botswana,e-visa,visa required
Mongolia,Cambodia,e-visa,visa on arrival
Mongolia,Chile,90,visa on arrival
Mongolia,China,30,visa required
Mongolia,Colombia,e-visa,visa required
Mongolia,DR Congo,e-visa,visa required
Mongolia,Ivory Coast,e-visa,visa required
Mongolia,Djibouti,e-visa,visa required
Mongolia,Ethiopia,e-visa,visa required
Mongolia,Gabon,e-visa,visa required
Mongolia,Georgia,e-visa,visa required
Mongolia,Guinea,e-visa,visa required
Mongolia,Guyana,visa on arrival,visa required
Mongolia,India,e-visa,visa required
Mongolia,Indonesia,visa required,visa free
Mongolia,Iran,e-visa,visa on arrival
Mongolia,Kenya,e-visa,visa required
Mongolia,Lesotho,e-visa,visa required
Mongolia,Moldova,e-visa,visa required
Mongolia,Myanmar,e-visa,visa required
Mongolia,Nigeria,visa on arrival,visa required
Mongolia,Oman,e-visa,visa required
Mongolia,Pakistan,e-visa,visa required
Mongolia,Peru,90,visa required
Mongolia,Qatar,Hayya Entry Permit,visa required
Mongolia,Saint Kitts and Nevis,e-visa,visa required
Mongolia,Sao Tome and Principe,e-visa,visa required
Mongolia,Senegal,visa required,visa on arrival
Mongolia,Seychelles,90,visa on arrival
Mongolia,Sierra Leone,visa on arrival,visa required
Mongolia,South Korea,e-visa,visa required
Mongolia,South Sudan,e-visa,visa required
Mongolia,Suriname,e-visa,visa required
Mongolia,Uganda,e-visa,visa on arrival
Mongolia,United Arab Emirates,e-visa,visa required
Mongolia,Vietnam,e-visa,visa required
Mongolia,Zimbabwe,e-visa,visa required
Montenegro,Angola,visa on arrival,visa required
Montenegro,Antigua and Barbuda,e-visa,visa required
Montenegro,Australia,e-visa,visa required
Montenegro,Azerbaijan,e-visa,visa required
Montenegro,Bahrain,e-visa,visa required
Montenegro,Barbados,90,visa required
Montenegro,Benin,e-visa,visa required
Montenegro,Botswana,e-visa,visa required
Montenegro,Cambodia,e-visa,visa on arrival
Montenegro,DR Congo,e-visa,visa required
Montenegro,Ivory Coast,e-visa,visa required
Montenegro,Djibouti,e-visa,visa required
Montenegro,Ethiopia,e-visa,visa required
Montenegro,Gabon,e-visa,visa required
Montenegro,Guinea,e-visa,visa required
Montenegro,Guyana,visa on arrival,visa required
Montenegro,India,e-visa,visa required
Montenegro,Iran,e-visa,visa on arrival
Montenegro,Kazakhstan,e-visa,visa required
Montenegro,Kenya,e-visa,visa required
Montenegro,Lesotho,e-visa,visa required
Montenegro,Malaysia,e-visa,visa required
Montenegro,Nigeria,visa on arrival,visa required
Montenegro,Oman,visa on arrival,visa required
Montenegro,Pakistan,e-visa,visa required
Montenegro,Qatar,Hayya Entry Permit,visa on arrival
Montenegro,Saint Kitts and Nevis,e-visa,visa required
Montenegro,Sao Tome and Principe,e-visa,visa required
Montenegro,Senegal,visa required,visa on arrival
Montenegro,Seychelles,90,visa on arrival
Montenegro,Sierra Leone,visa on arrival,visa required
Montenegro,South Korea,e-visa,visa required
Montenegro,South Sudan,e-visa,visa required
Montenegro,Suriname,e-visa,visa required
Montenegro,Taiwan,e-visa,visa required
Montenegro,Tajikistan,e-visa,visa required
Montenegro,Uganda,e-visa,visa on arrival
Montenegro,Vietnam,e-visa,visa required
Montenegro,Zimbabwe,e-visa,visa required
Morocco,Albania,e-visa,visa required
Morocco,Angola,visa on arrival,visa required
Morocco,Antigua and Barbuda,e-visa,visa required
Morocco,Armenia,e-visa,visa required
Morocco,Australia,e-visa,visa required
Morocco,Azerbaijan,e-visa,visa required
Morocco,Bahrain,e-visa,visa required
Morocco,Botswana,e-visa,visa required
Morocco,Burkina Faso,visa free,visa required
Morocco,Cambodia,e-visa,visa on arrival
Morocco,Colombia,90,visa required
Morocco,DR Congo,e-visa,visa required
Morocco,Djibouti,e-visa,visa required
Morocco,Ethiopia,e-visa,visa on arrival
Morocco,Guyana,visa on arrival,visa required
Morocco,Indonesia,visa on arrival,visa free
Morocco,Iran,e-visa,visa on arrival
Morocco,Kazakhstan,e-visa,visa required
Morocco,Kenya,e-visa,visa required
Morocco,Kyrgyzstan,e-visa,visa required
Morocco,Lesotho,e-visa,visa required
Morocco,Malawi,e-visa,visa required
Morocco,Moldova,e-visa,visa required
Morocco,Myanmar,e-visa,visa required
Morocco,Oman,e-visa,visa free
Morocco,Pakistan,e-visa,visa required
Morocco,Palestine,visa free,visa required
Morocco,Qatar,Hayya Entry Permit,visa required
Morocco,Saint Kitts and Nevis,e-visa,visa required
Morocco,Seychelles,90,visa on arrival
Morocco,Sierra Leone,visa on arrival,visa required
Morocco,Singapore,e-visa,visa required
Morocco,South Korea,e-visa,visa required
Morocco,South Sudan,e-visa,visa required
Morocco,Suriname,e-visa,visa required
Morocco,Togo,visa on arrival,visa required
Morocco,Uganda,e-visa,visa on arrival
Morocco,United Arab Emirates,e-visa,visa required
Morocco,Uzbekistan,e-visa,visa required
Morocco,Zambia,e-visa,visa required
Morocco,Zimbabwe,e-visa,visa required
Mozambique,Albania,e-visa,visa required
Mozambique,Angola,visa on arrival,visa free
Mozambique,Antigua and Barbuda,e-visa,visa required
Mozambique,Australia,e-visa,visa required
Mozambique,Azerbaijan,covid ban,visa required
